Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
2273;Connor Roberts;WAL;DF;Burnley;Premier League;2621;19;1692;0.05;0.32;0.21
2274;Patrick Roberts;ENG;DF;Troyes;Ligue 1;251;0;14;0;5;0
2275;Tyler Roberts;WAL;MFFW;Leeds United;Premier League;2323;7;987;0.09;2.73;1.09
2276;Andrew Robertson;SCO;DF;Liverpool;Premier League;2829;29;2537;0.11;0.64;0.28
2277;Marc Roca;ESP;MF;Bayern Munich;Bundesliga;259;4;379;0;1.19;0
2278;Rub�n Rochina;ESP;MFFW;Granada;La Liga;3115;8;743;0.12;1.81;0.6
2279;Cimo R�cker;GER;DF;Hertha BSC;Bundesliga;281;0;22;0;0;0
2280;Enzo Roco;CHI;DF;Elche;La Liga;2930;29;2552;0.04;0.39;0.11
2281;Stian Rode Gregersen;NOR;DF;Bordeaux;Ligue 1;2724;22;1953;0.05;0.28;0.09
2282;Sebastian Rode;GER;MF;Eint Frankfurt;Bundesliga;3117;10;759;0.12;0.71;0.24
2283;Joe Rodon;WAL;DF;Tottenham;Premier League;243;0;89;0;0;0
2284;Rodri;ESP;MF;Manchester City;Premier League;2533;33;2884;0.22;1.41;0.44
2285;Rodrigo;ESP;MFFW;Leeds United;Premier League;3131;27;2265;0.24;1.9;0.67
2286;Rodrigo;ESP;FW;Betis;La Liga;2221;10;881;0.1;1.53;0.71
2287;Gerson Rodrigues;LUX;FW;Troyes;Ligue 1;2612;9;848;0.11;2.45;0.74
2288;K�vin Rodrigues;POR;DFFW;Rayo Vallecano;La Liga;2813;5;435;0;0.83;0
2289;�scar Rodr�guez Arnaiz;ESP;FWMF;Sevilla;La Liga;2311;4;417;0;3.04;0.22
2290;�scar Rodr�guez Arnaiz;ESP;MFFW;Getafe;La Liga;2318;9;943;0;2.38;0.76
2291;�ngel Rodr�guez;ESP;FW;Mallorca;La Liga;3529;19;1544;0.17;1.69;0.64
2292;Dani Rodr�guez;ESP;MFFW;Mallorca;La Liga;3336;33;2832;0.1;1.37;0.32
2293;Guido Rodr�guez;ARG;MF;Betis;La Liga;2832;29;2529;0.04;0.75;0.28
2294;Jay Rodriguez;ENG;FW;Burnley;Premier League;3229;13;1382;0.13;2.66;0.71
2295;Ricardo Rodr�guez;SUI;DF;Torino;Serie A;2934;28;2473;0;0.33;0
2296;Rodrygo;BRA;FW;Real Madrid;La Liga;2132;16;1459;0.25;2.16;0.93
2297;Mads Roerslev;DEN;DF;Brentford;Premier League;2221;12;1240;0.07;0.36;0.14
2298;Marko Rog;CRO;MF;Cagliari;Serie A;268;2;311;0;2;0.29
2299;Rog�rio;BRA;DF;Sassuolo;Serie A;2423;19;1729;0;0.73;0.21
2300;Alessio Romagnoli;ITA;DF;Milan;Serie A;2719;16;1409;0.06;0.76;0.32
2301;Simone Romagnoli;ITA;DF;Empoli;Serie A;3219;17;1497;0.12;0.3;0.12
2302;Leonardo Rom�n;ESP;GK;Mallorca;La Liga;212;2;180;0;0;0
2303;Cristian Romero;ARG;DF;Tottenham;Premier League;2422;21;1844;0.05;0.29;0.1
2304;Iv�n Romero;ESP;FW;Sevilla;La Liga;215;2;178;0;1;0.5
2305;Luka Romero;ARG;FW;Lazio;Serie A;178;0;84;0;1.11;1.11
2306;Sergio Romero;ARG;GK;Venezia;Serie A;3516;16;1440;0;0;0
2307;Oriol Romeu;ESP;MF;Southampton;Premier League;3036;34;2889;0.06;0.78;0.12
2308;Cristiano Ronaldo;POR;FW;Manchester Utd;Premier League;3730;27;2456;0.66;3.96;1.43
2309;Cristiano Ronaldo;POR;FW;Juventus;Serie A;371;0;31;0;3.33;0
2310;Salom�n Rond�n;VEN;FW;Everton;Premier League;3220;8;790;0.11;2.39;0.68
2311;Valentin Rongier;FRA;DFMF;Marseille;Ligue 1;2732;25;2194;0;1.15;0.33
2312;Marten de Roon;NED;MFDF;Atalanta;Serie A;3130;28;2548;0.11;0.78;0.18
2313;Unai Ropero;ESP;MF;Alav�s;La Liga;201;0;12;0;0;0
2314;Pablo Rosario;NED;MF;Nice;Ligue 1;2536;31;2729;0;0.59;0.1
2315;Romario R�sch;GER;MF;Mainz 05;Bundesliga;221;0;1;0;0;0
2316;Danny Rose;ENG;DF;Watford;Premier League;318;7;689;0;0.52;0.13
2317;Francesco Rossi;ITA;GK;Atalanta;Serie A;311;0;37;0;0;0
2318;Tom Rothe;GER;DF;Dortmund;Bundesliga;172;1;94;1;2;1
2319;J�r�me Roussillon;FRA;DF;Wolfsburg;Bundesliga;2926;18;1775;0.05;0.61;0.25
2320;Nicol� Rovella;ITA;MF;Genoa;Serie A;2021;16;1468;0;1.04;0.25
2321;Jon Rowe;ENG;FWMF;Norwich City;Premier League;1913;0;223;0;1.2;0.8
2322;Amir Rrahmani;KVX;DF;Napoli;Serie A;2833;33;2927;0.12;0.68;0.28
2323;Ruan;BRA;DF;Sassuolo;Serie A;2210;0;214;0;0;0
2324;Rub�n;ESP;DF;Espanyol;La Liga;214;1;150;0;0.59;0
2325;John Ruddy;ENG;GK;Wolves;Premier League;352;1;135;0;0;0
2326;Antonio R�diger;GER;DF;Chelsea;Premier League;2934;34;3035;0.09;1.42;0.39
2327;Sebastian Rudy;GER;MF;Hoffenheim;Bundesliga;3221;7;773;0.35;1.63;0.58
2328;Daniele Rugani;ITA;DF;Juventus;Serie A;2712;9;879;0;0.2;0
2329;Matteo Ruggeri;ITA;DF;Salernitana;Serie A;1914;8;676;0;0.4;0
2330;M�rio Rui;POR;DF;Napoli;Serie A;3134;34;2992;0;0.96;0.3
2331;Aitor Ruibal;ESP;FWDF;Betis;La Liga;2619;9;856;0;2;0.32
2332;Fabi�n Ruiz Pe�a;ESP;MF;Napoli;Serie A;2632;29;2384;0.26;1.51;0.49
2333;Isma Ruiz;ESP;MF;Granada;La Liga;218;3;283;0;1.29;0.32
2334;V�ctor Ruiz;ESP;DF;Betis;La Liga;3318;17;1424;0;0.51;0.06
2335;Ger�nimo Rulli;ARG;GK;Villarreal;La Liga;3032;32;2880;0;0;0
2336;Lukas Rupp;GER;MF;Norwich City;Premier League;3119;7;769;0;1.41;0.24
2337;Alessandro Russo;ITA;MF;Salernitana;Serie A;181;0;29;0;0;0
2338;Franco Russo;ARG;DF;Mallorca;La Liga;2719;17;1464;0.06;0.37;0.12
2339;Georginio Rutter;FRA;FWMF;Hoffenheim;Bundesliga;2033;13;1611;0.45;3.02;1.06
2340;Mathew Ryan;AUS;GK;Real Sociedad;La Liga;303;3;270;0;0;0
2341;Julian Ryerson;NOR;DF;Union Berlin;Bundesliga;2428;13;1429;0.13;1.01;0.38
2342;Frederik R�nnow;DEN;GK;Union Berlin;Bundesliga;297;7;630;0;0;0
2343;Jos� S�;POR;GK;Wolves;Premier League;2937;37;3285;0;0;0
2344;Roli Pereira de Sa;FRA;MF;Nantes;Ligue 1;2517;5;573;0;0.78;0.16
2345;Youssouf Sabaly;SEN;DF;Betis;La Liga;2910;9;788;0;0.45;0.11
2346;Mathys Saban;FRA;FWMF;Saint-�tienne;Ligue 1;203;0;73;0;0;0
2347;Stefano Sabelli;ITA;DF;Genoa;Serie A;297;5;348;0;0.51;0.26
2348;Abdelhamid Sabiri;GER;MFFW;Sampdoria;Serie A;2514;9;893;0.3;1.62;0.91
2349;Marcel Sabitzer;AUT;MFFW;RB Leipzig;Bundesliga;282;0;49;0;4;0
2350;Marcel Sabitzer;AUT;MFDF;Bayern Munich;Bundesliga;2825;8;905;0.1;1.88;0.59
2351;Falaye Sacko;MLI;DF;Saint-�tienne;Ligue 1;279;8;667;0;0.14;0
2352;Alexis Saelemaekers;BEL;FW;Milan;Serie A;2236;22;1865;0.05;1.88;0.58
2353;Rafiki Said Ahamada;FRA;MFFW;Brest;Ligue 1;2214;0;122;0;3.57;1.43
2354;Wesley Sa�d;FRA;FWMF;Lens;Ligue 1;2721;7;654;0.68;3.56;1.37
2355;Allan Saint-Maximin;FRA;FWMF;Newcastle Utd;Premier League;2535;31;2804;0.16;2.05;0.83
2356;Romain Sa�ss;MAR;DF;Wolves;Premier League;3231;31;2705;0.07;0.6;0.2
2357;Bukayo Saka;ENG;FWMF;Arsenal;Premier League;2038;36;2978;0.33;2.87;0.88
2358;Mamadou Sakho;FRA;DF;Montpellier;Ligue 1;3229;29;2575;0;0.03;0
2359;Bakary Sako;MLI;FWMF;Saint-�tienne;Ligue 1;347;1;156;0;3.53;0
2360;Jacopo Sala;ITA;MF;Spezia;Serie A;3018;13;880;0.1;0.41;0.2
2361;Mohamed Salah;EGY;FW;Liverpool;Premier League;2935;30;2762;0.75;4.36;1.6
2362;Eddie Salcedo;ITA;MFFW;Spezia;Serie A;2012;5;429;0;3.33;0.83
2363;William Saliba;FRA;DF;Marseille;Ligue 1;2136;36;3240;0;0.44;0.08
2364;Romain Salin;FRA;GK;Rennes;Ligue 1;371;1;90;0;0;0
2365;Mohammed Salisu;GHA;DF;Southampton;Premier League;2334;33;2972;0;0.76;0.24
2366;Roland Sallai;HUN;MFFW;Freiburg;Bundesliga;2531;18;1551;0.23;2.73;0.58
2367;Yoann Salmier;GUF;DF;Troyes;Ligue 1;2931;30;2668;0;0.3;0.03
2368;Salvi;ESP;MFFW;C�diz;La Liga;3123;17;1395;0.13;1.23;0.52
2369;Lazar Samardzic;GER;MF;Udinese;Serie A;2022;1;490;0.37;3.15;1.11
2370;Diadie Samass�kou;MLI;MF;Hoffenheim;Bundesliga;2624;21;1655;0.11;0.82;0.22
2371;Mama Samba Bald�;GNB;FWMF;Troyes;Ligue 1;2630;20;1717;0.16;2.46;0.89
2372;Albert Sambi Lokonga;BEL;MF;Arsenal;Premier League;2219;12;1134;0;1.59;0.63
2373;Junior Sambia;FRA;DFFW;Montpellier;Ligue 1;2530;16;1533;0.06;1.24;0.35
2374;Luigi Samele;ITA;FW;Sassuolo;Serie A;202;0;5;0;0;0
2375;Fede San Emeterio;ESP;MF;C�diz;La Liga;2512;10;830;0;0;0
2376;Antonio Sanabria;PAR;FW;Torino;Serie A;2629;22;1803;0.3;2.45;0.95
2377;Oihan Sancet;ESP;FW;Athletic Club;La Liga;2227;16;1422;0.38;1.96;0.89
2378;Renato Sanches;POR;MF;Lille;Ligue 1;2425;20;1651;0.11;1.2;0.22
2379;Alexis S�nchez;CHI;FW;Inter;Serie A;3327;7;881;0.51;3.37;1.33
2380;Antonio S�nchez;ESP;MFFW;Mallorca;La Liga;2529;19;1616;0.06;1;0.22
2381;Davinson S�nchez;COL;DF;Tottenham;Premier League;2523;17;1631;0.11;0.72;0.17
2382;Germ�n S�nchez;ESP;DF;Granada;La Liga;3531;24;2209;0.08;0.53;0.16
2383;Juan S�nchez;ESP;MF;Sevilla;La Liga;181;0;5;0;0;0
2384;Manuel S�nchez;ESP;DF;Osasuna;La Liga;2133;25;2257;0.04;0.28;0.12
2385;Robert S�nchez;ESP;GK;Brighton;Premier League;2437;37;3329;0;0;0
2386;Jadon Sancho;ENG;FWMF;Manchester Utd;Premier League;2229;20;1900;0.14;1.23;0.43
2387;Philippe Sandler;NED;DF;Troyes;Ligue 1;252;1;70;0;0;0
2388;Alex Sandro;BRA;DF;Juventus;Serie A;3128;17;1780;0;0.45;0.1
2389;Leroy San�;GER;FWMF;Bayern Munich;Bundesliga;2632;22;1976;0.32;4.05;1.45
2390;Oier Sanjurjo;ESP;MF;Osasuna;La Liga;3625;8;758;0.12;1.07;0.12
2391;Mohamed Sankoh;NED;FW;Stuttgart;Bundesliga;181;0;4;0;1;1
2392;Morgan Sanson;FRA;MF;Aston Villa;Premier League;2710;3;356;0;0.25;0
2393;Nicola Sansone;ITA;FWMF;Bologna;Serie A;3027;6;896;0.2;2.4;0.6
2394;Baptiste Santamaria;FRA;MF;Freiburg;Bundesliga;271;0;21;0;0;0
2395;Baptiste Santamaria;FRA;MFDF;Rennes;Ligue 1;2734;28;2518;0.07;1.21;0.25
2396;Federico Santander;PAR;FWDF;Bologna;Serie A;307;0;67;1.43;2.86;1.43
2397;Jes�s Santiago;ESP;MF;Valencia;La Liga;183;0;82;0;0;0
2398;Samir Santos;BRA;DF;Udinese;Serie A;2717;17;1421;0;0.51;0.19
2399;Samir Santos;BRA;DF;Watford;Premier League;2719;19;1673;0;0.43;0.11
2400;Sergio Santos;ESP;DF;Real Madrid;La Liga;211;0;11;0;0;0
2401;Alvaro Sanz;ESP;MF;Barcelona;La Liga;212;0;29;0;0;0
2402;Riccardo Saponara;ITA;FW;Fiorentina;Serie A;3029;13;1284;0.21;2.59;0.98
2403;Pablo Sarabia;ESP;FW;Paris S-G;Ligue 1;302;0;22;5;5;5
2404;Marcelo Saracchi;URU;DF;Levante;La Liga;244;2;186;0;0;0
2405;Josh Sargent;USA;FWMF;Norwich City;Premier League;2226;18;1572;0.11;1.49;0.11
2406;Jeremy Sarmiento;ECU;FWMF;Brighton;Premier League;195;1;48;0;0;0
2407;Bouna Sarr;SEN;DF;Bayern Munich;Bundesliga;305;0;64;0;1.43;0
2408;Ismaila Sarr;SEN;FWMF;Watford;Premier League;2422;21;1861;0.24;1.84;0.72
2409;Malang Sarr;FRA;DF;Chelsea;Premier League;238;6;546;0;0.16;0
2410;Joan Sastre Vanrell;ESP;DF;Mallorca;La Liga;257;2;258;0;0.69;0
2411;Giacomo Satalino;ITA;GK;Sassuolo;Serie A;231;0;8;0;0;0
2412;Martin Satriano;ITA;FWMF;Inter;Serie A;214;0;38;0;0;0
2413;Martin Satriano;ITA;FW;Brest;Ligue 1;2115;11;932;0.38;2.31;0.87
2414;T�ji Savanier;FRA;MF;Montpellier;Ligue 1;3029;28;2414;0.3;2.91;1.27
2415;Esteban Saveljich;MNE;DF;Rayo Vallecano;La Liga;3121;21;1700;0;0.48;0.16
2416;Stefan Savi?;MNE;DF;Atl�tico Madrid;La Liga;3128;28;2440;0;0.59;0.18
2417;Joseph Scally;USA;DF;M'Gladbach;Bundesliga;1930;20;1909;0.05;0.85;0.28
2418;Giorgio Scalvini;ITA;DFMF;Atalanta;Serie A;1818;9;763;0.12;1.88;0.35
2419;Gianluca Scamacca;ITA;FW;Sassuolo;Serie A;2336;25;2146;0.67;3.28;1.51
2420;Dane Scarlett;ENG;MF;Tottenham;Premier League;181;0;4;0;0;0
2421;Kevin Schade;GER;FWMF;Freiburg;Bundesliga;2021;7;831;0.43;2.07;0.98
2422;Andr�s Sch�fer;HUN;MF;Union Berlin;Bundesliga;238;1;239;0.37;2.59;1.11
2423;Fabian Sch�r;SUI;DF;Newcastle Utd;Premier League;3025;25;2158;0.08;0.83;0.25
2424;Louis Schaub;AUT;MFFW;K�ln;Bundesliga;2728;6;654;0.14;2.05;0.27
2425;Andrea Schiavone;ITA;MF;Salernitana;Serie A;2914;5;571;0.16;0.32;0.16
2426;Patrik Schick;CZE;FW;Leverkusen;Bundesliga;2627;26;2076;1.04;3.81;1.82
2427;Kingsley Schindler;GER;DFMF;K�ln;Bundesliga;2818;1;349;0.26;0.77;0.26
2428;Xaver Schlager;AUT;MF;Wolfsburg;Bundesliga;2414;13;1040;0;0.95;0.09
2429;Keven Schlotterbeck;GER;DF;Freiburg;Bundesliga;2512;3;315;0;0.29;0
2430;Nico Schlotterbeck;GER;DF;Freiburg;Bundesliga;2232;32;2785;0.13;1.2;0.58
2431;Jeffrey Schlupp;GHA;MFFW;Crystal Palace;Premier League;2932;20;1851;0.19;1.6;0.44
2432;Kasper Schmeichel;DEN;GK;Leicester City;Premier League;3537;37;3330;0;0;0
2433;Jonathan Schmid;FRA;DF;Freiburg;Bundesliga;3113;6;588;0;0.77;0.15
2434;Benno Schmitz;GER;DF;K�ln;Bundesliga;2731;29;2421;0;0.45;0.11
2435;David Schnegg;AUT;DF;Venezia;Serie A;234;2;142;0;0;0
2436;Morgan Schneiderlin;FRA;MF;Nice;Ligue 1;3220;5;649;0;0.28;0
2437;Alessandro Sch�pf;AUT;MF;Arminia;Bundesliga;2831;27;2397;0.04;1.32;0.34
2438;Jerdy Schouten;NED;MF;Bologna;Serie A;2517;16;1392;0.06;0.39;0.06
2439;Nico Schulz;GER;DF;Dortmund;Bundesliga;2916;9;836;0;0.32;0.22
2440;Marvin Schw�be;GER;GK;K�ln;Bundesliga;2721;21;1890;0;0;0
2441;Alexander Schwolow;GER;GK;Hertha BSC;Bundesliga;2925;25;2175;0;0;0
2442;Valentino Scotta;ESP;DF;Sevilla;La Liga;201;0;1;0;0;0
2443;Demba Seck;SEN;FWMF;Torino;Serie A;216;1;146;0;2.5;1.88
2444;Aleksandar Sedlar;SRB;DFMF;Mallorca;La Liga;3010;3;404;0;0;0
2445;Paul Seguin;GER;MF;Greuther F�rth;Bundesliga;2727;23;2108;0;0.47;0.09
2446;Alidu Seidu;CIV;DF;Clermont Foot;Ligue 1;2121;16;1410;0;0.57;0.06
2447;Davie Selke;GER;FW;Hertha BSC;Bundesliga;2725;10;1004;0.36;2.05;0.8
2448;Matz Sels;BEL;GK;Strasbourg;Ligue 1;3037;37;3330;0;0.05;0
2449;Ken Sema;SWE;MFFW;Watford;Premier League;2818;7;852;0;0.32;0.11
2450;N�lson Semedo;POR;DF;Wolves;Premier League;2825;25;2131;0;0.8;0.17
2451;Lion Semi?;GER;DF;Dortmund;Bundesliga;181;0;3;0;0;0
2452;Adrian �emper;CRO;GK;Genoa;Serie A;241;1;90;0;0;0
2453;Stefano Sensi;ITA;MF;Inter;Serie A;269;1;167;0;1.58;0
2454;Stefano Sensi;ITA;MF;Sampdoria;Serie A;2611;10;754;0.12;1.19;0.48
2455;Luigi Sepe;ITA;GK;Salernitana;Serie A;3116;16;1392;0;0;0
2456;Suat Serdar;GER;MFFW;Hertha BSC;Bundesliga;2530;27;2218;0.12;1.34;0.41
2457;Laurens Serpe;ITA;DF;Genoa;Serie A;211;0;45;0;0;0
2458;Janni Serra;GER;FW;Arminia;Bundesliga;2426;15;1117;0.24;1.94;0.81
2459;Javier Serrano;ESP;MF;Atl�tico Madrid;La Liga;195;1;68;0;0;0
2460;Nicol�s Serrano;ESP;MF;Athletic Club;La Liga;1914;3;317;0.29;2.57;1.43
2461;Zidan Sertdemir;DEN;MFFW;Leverkusen;Bundesliga;173;0;18;0;0;0
2462;Ryan Sessegnon;ENG;DF;Tottenham;Premier League;2215;13;1047;0;0.52;0.09
2463;Nils Seufert;GER;MF;Greuther F�rth;Bundesliga;254;1;99;0;0;0
2464;Salva Sevilla;ESP;MF;Mallorca;La Liga;3828;17;1507;0.3;1.32;0.24
2465;Stephan El Shaarawy;ITA;DFFW;Roma;Serie A;2927;8;1055;0.26;3.33;1.11
2466;Jamie Shackleton;ENG;DFMF;Leeds United;Premier League;2214;7;709;0;0.51;0.13
2467;Xherdan Shaqiri;SUI;FWMF;Lyon;Ligue 1;3011;9;679;0.27;1.73;0.67
2468;Luke Shaw;ENG;DF;Manchester Utd;Premier League;2620;19;1601;0;0.34;0.06
2469;Jonjo Shelvey;ENG;MF;Newcastle Utd;Premier League;3024;22;1983;0.09;1.32;0.64
2470;Aimar Sher;SWE;MF;Spezia;Serie A;191;0;45;0;0;0
2471;Eldor Shomurodov;UZB;FWMF;Roma;Serie A;2628;5;784;0.34;3.56;1.26
2472;Shola Shoretire;ENG;FW;Manchester Utd;Premier League;181;0;16;0;0;0
2473;Mahame Siby;MLI;MFDF;Strasbourg;Ligue 1;252;0;17;0;0;0
2474;Aboubakar Sidib�;FRA;FW;Clermont Foot;Ligue 1;261;0;6;0;0;0
2475;Alassane Sidibe;CIV;FW;Atalanta;Serie A;191;0;6;0;0;0
2476;Djibril Sidib�;FRA;DF;Monaco;Ligue 1;2917;12;949;0;0.38;0.1
2477;Kaj Sierhuis;NED;FW;Reims;Ligue 1;242;1;80;0;2.22;0
2478;Francisco Sierralta;CHI;DF;Watford;Premier League;255;5;427;0;0.21;0.21
2479;Arn�r Sigur?sson;ISL;MFFW;Venezia;Serie A;239;0;183;0;0.5;0
2480;Kiliann Sildillia;FRA;DF;Freiburg;Bundesliga;207;1;169;0;0;0
2481;Adrien Silva;POR;MF;Sampdoria;Serie A;3317;12;1083;0;0.67;0.17
2482;Andr� Silva;POR;FW;RB Leipzig;Bundesliga;2633;24;2076;0.48;2.34;1
2483;Bernardo Silva;POR;MFFW;Manchester City;Premier League;2735;33;2857;0.25;1.48;0.6
2484;Caio Henrique Oliveira Silva;BRA;DF;Monaco;Ligue 1;2434;31;2662;0.07;0.64;0.2
2485;David Silva;ESP;MF;Real Sociedad;La Liga;3625;22;1720;0.1;1.1;0.31
2486;F�bio Silva;POR;FW;Wolves;Premier League;1922;6;572;0;2.97;0.78
2487;Gabriel Silva;BRA;DF;Saint-�tienne;Ligue 1;3113;9;713;0;0.13;0
2488;Jonathan Silva;ARG;DFMF;Getafe;La Liga;279;1;226;0;0.4;0.4
2489;Rui Silva;POR;GK;Betis;La Liga;2822;21;1964;0;0;0
2490;Thiago Silva;BRA;DF;Chelsea;Premier League;3732;28;2650;0.1;0.61;0.17
2491;Marco Silvestri;ITA;GK;Udinese;Serie A;3135;35;3150;0;0;0
2492;Mohamed Simakan;FRA;DF;RB Leipzig;Bundesliga;2228;23;2009;0.04;0.54;0.13
2493;Giovanni Simeone;ARG;FW;Hellas Verona;Serie A;2635;32;2653;0.58;2.41;1.12
2494;Giovanni Simeone;ARG;FW;Cagliari;Serie A;261;0;7;0;0;0
2495;Giuliano Simeone;ARG;DF;Atl�tico Madrid;La Liga;191;0;1;0;0;0
2496;Ellis Simms;ENG;FW;Everton;Premier League;211;1;61;0;0;0
2497;Moses Simon;NGA;FWMF;Nantes;Ligue 1;2630;29;2332;0.23;1.58;0.54
2498;Unai Sim�n;ESP;GK;Athletic Club;La Liga;2434;34;3060;0;0;0
2499;Xavi Simons;NED;FWMF;Paris S-G;Ligue 1;196;1;132;0;1.33;0
2500;Wilfried Singo;CIV;DF;Torino;Serie A;2135;32;2607;0.1;1.41;0.24
2501;Daley Sinkgraven;NED;DF;Leverkusen;Bundesliga;2612;3;351;0;0.26;0.26
2502;Tobias Sippel;GER;GK;M'Gladbach;Bundesliga;341;1;90;0;0;0
2503;Hugo Siquet;BEL;DF;Freiburg;Bundesliga;191;0;22;0;0;0
2504;Salvatore Sirigu;ITA;GK;Genoa;Serie A;3537;37;3330;0;0;0
2505;Issouf Sissokho;MLI;MF;Bordeaux;Ligue 1;207;6;436;0;0.63;0.42
2506;Ibrahima Sissoko;FRA;MFDF;Strasbourg;Ligue 1;2435;26;2303;0.08;1.02;0.2
2507;Moussa Sissoko;FRA;MF;Watford;Premier League;3236;36;3220;0.06;0.7;0.22
2508;Nelson Sissoko;FRA;DF;Saint-�tienne;Ligue 1;251;1;45;0;0;0
2509;Sambou Sissoko;FRA;MFDF;Reims;Ligue 1;238;0;176;0;1.5;0
2510;Antonio Sivera;ESP;GK;Alav�s;La Liga;254;3;277;0;0;0
2511;Ellyes Skhiri;TUN;MF;K�ln;Bundesliga;2722;20;1820;0.2;1.14;0.4
2512;Oliver Skipp;ENG;MF;Tottenham;Premier League;2118;14;1350;0;0.27;0.07
2513;Leo Skiri �stig�rd;NOR;DF;Genoa;Serie A;2215;13;1172;0;0.54;0.08
2514;?ukasz Skorupski;POL;GK;Bologna;Serie A;3136;36;3240;0;0;0
2515;Andreas Skov Olsen;DEN;DFFW;Bologna;Serie A;2218;6;747;0;0.84;0.24
2516;Robert Skov;DEN;DFFW;Hoffenheim;Bundesliga;2612;3;368;0;2.93;0.49
2517;Milan �kriniar;SVK;DF;Inter;Serie A;2735;35;3150;0.09;0.74;0.23
2518;Islam Slimani;ALG;FW;Lyon;Ligue 1;3312;6;573;0.16;1.88;0.63
2519;William Smallbone;IRL;MFFW;Southampton;Premier League;224;2;133;0;0.67;0
2520;Chris Smalling;ENG;DF;Roma;Serie A;3227;23;2091;0.13;0.47;0.13
2521;Emile Smith Rowe;ENG;MFFW;Arsenal;Premier League;2133;21;1921;0.47;1.88;1.08
2522;C�dric Soares;POR;DF;Arsenal;Premier League;3021;16;1486;0.06;0.73;0.06
2523;Danilo Soares;BRA;DF;Bochum;Bundesliga;3030;30;2564;0;0.46;0.04
2524;Rub�n Sobrino;ESP;FWMF;C�diz;La Liga;2933;19;1861;0.19;1.64;0.48
2525;Rub�n Sobrino;ESP;MF;Valencia;La Liga;291;0;14;0;0;0
2526;Alex Sola;ESP;DFFW;Real Sociedad;La Liga;222;0;41;0;2;0
2527;Augusto Solari;ARG;MFDF;Celta Vigo;La Liga;3026;4;714;0;0.89;0.13
2528;Roberto Soldado;ESP;FW;Levante;La Liga;3718;7;664;0.41;2.3;1.08
2529;Carlos Soler;ESP;MF;Valencia;La Liga;2532;28;2474;0.4;1.2;0.51
2530;Yann Sommer;SUI;GK;M'Gladbach;Bundesliga;3333;33;2970;0;0;0
2531;Son;ESP;DF;Levante;La Liga;2826;22;1971;0.05;0.64;0.32
2532;Brandon Soppy;FRA;DFMF;Udinese;Serie A;2028;7;777;0;0.7;0.23
2533;David Soria;ESP;GK;Getafe;La Liga;2938;38;3414;0;0;0
2534;Roberto Soriano;ITA;MFFW;Bologna;Serie A;3135;32;2622;0;0.86;0.27
2535;Alberto Soro;ESP;MFFW;Granada;La Liga;2316;7;578;0;1.09;0.63
2536;Borna Sosa;CRO;DF;Stuttgart;Bundesliga;2428;28;2498;0.04;0.9;0.22
2537;Hugo Sotelo;ESP;MF;Celta Vigo;La Liga;181;0;2;0;0;0
2538;Florian Sotoca;FRA;FWMF;Lens;Ligue 1;3135;28;2480;0.22;2.46;0.83
2539;Riccardo Sottil;ITA;FW;Fiorentina;Serie A;2224;14;1239;0.22;1.59;0.72
2540;Tom� Sou?ek;CZE;MF;West Ham;Premier League;2735;34;3062;0.15;1.32;0.32
2541;Mat�as Soul�;ARG;FW;Juventus;Serie A;192;0;5;0;20;0
2542;Sambou Soumano;SEN;FW;Lorient;Ligue 1;2121;4;447;0.6;3.6;0.8
2543;Adama Soumaoro;FRA;DF;Bologna;Serie A;2928;26;2266;0;0.28;0.04
2544;Boubakary Soumar�;FRA;MF;Leicester City;Premier League;2319;12;1102;0;0.49;0.16
2545;Arnaud Souquet;FRA;DF;Montpellier;Ligue 1;3034;27;2334;0.04;0.69;0.15
2546;Djibril Sow;SUI;MF;Eint Frankfurt;Bundesliga;2531;28;2415;0.07;0.6;0.11
2547;Saidou Sow;GUI;DF;Saint-�tienne;Ligue 1;1913;11;989;0.18;0.27;0.18
2548;�a�lar S�y�nc�;TUR;DF;Leicester City;Premier League;2628;28;2497;0.04;0.29;0.04
2549;Leonardo Spinazzola;ITA;DF;Roma;Serie A;293;2;127;0;1.43;0
2550;Marco Sportiello;ITA;GK;Atalanta;Serie A;305;5;450;0;0;0
2551;Tony Springett;ENG;FWMF;Norwich City;Premier League;193;1;141;0;0.63;0.63
2552;Jerry St. Juste;NED;DF;Mainz 05;Bundesliga;258;7;604;0.15;1.79;0.45
2553;Anton Stach;GER;MF;Mainz 05;Bundesliga;2329;20;1861;0.05;2.37;0.58
2554;Kostas Stafylidis;GRE;DFMF;Bochum;Bundesliga;2824;15;1388;0;1.04;0.32
2555;Luca Stanga;ITA;DF;Milan;Serie A;201;0;3;0;0;0
2556;Josip Stani�i?;CRO;DF;Bayern Munich;Bundesliga;2213;6;644;0.14;0.56;0.42
2557;Niklas Stark;GER;DFMF;Hertha BSC;Bundesliga;2726;22;2031;0.04;0.53;0.18
2558;Jason Steele;ENG;GK;Brighton;Premier League;311;1;90;0;0;0
2559;Jed Steer;ENG;GK;Aston Villa;Premier League;291;1;90;0;0;0
2560;Renato Steffen;SUI;FWMF;Wolfsburg;Bundesliga;3020;13;967;0;1.21;0.19
2561;Zack Steffen;USA;GK;Manchester City;Premier League;271;1;90;0;0;0
